satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
5431,1.0,0.87,3,165,2,0,0,0,RandD,low
5432,0.6,0.59,5,266,2,0,0,0,RandD,low
5433,0.63,0.83,4,159,2,0,0,0,marketing,low
5434,0.8,0.82,3,218,3,0,0,0,sales,low
5435,0.51,0.96,3,149,4,0,0,0,accounting,low
5436,0.77,0.74,6,247,3,0,0,0,management,low
5437,0.74,0.69,4,244,2,0,0,0,sales,low
5438,0.49,0.67,6,286,4,0,0,0,sales,low
5439,0.46,0.55,3,139,2,0,0,0,sales,medium
5440,0.9,0.91,5,176,3,0,0,0,sales,medium
5441,0.7,0.67,5,136,3,0,0,0,sales,medium
5442,0.84,0.71,4,222,2,0,0,0,sales,medium
5443,0.57,0.72,3,206,3,0,0,0,sales,medium
5444,0.83,0.89,4,136,3,0,0,0,sales,medium
5445,0.78,0.61,4,268,3,0,0,0,sales,medium
5446,0.52,0.69,3,144,3,0,0,0,sales,medium
5447,0.42,0.5,5,286,4,0,0,0,sales,high
5448,0.61,0.38,2,268,3,0,0,0,sales,low
5449,0.17,0.85,6,245,5,0,0,0,sales,medium
5450,0.56,0.98,3,251,3,1,0,0,accounting,medium
5451,0.5,0.73,5,165,2,0,0,0,accounting,low
5452,0.51,0.53,3,223,2,1,0,0,accounting,low
5453,0.84,0.9,3,196,3,1,0,0,hr,low
5454,0.21,0.49,3,253,3,0,0,0,hr,low
5455,0.95,0.87,4,135,3,0,0,0,technical,low
5456,0.8,0.75,4,217,2,0,0,0,technical,low
5457,0.77,0.85,5,192,2,0,0,0,technical,low
5458,0.57,0.7,3,172,3,0,0,0,technical,low
5459,0.92,0.55,4,183,3,0,0,0,technical,low
5460,1.0,0.71,5,186,2,0,0,0,technical,low
5461,0.85,0.67,4,163,3,0,0,0,technical,low
5462,0.57,0.8,4,262,3,0,0,0,technical,low
5463,0.85,0.8,4,248,3,0,0,0,technical,low
5464,0.91,0.82,4,260,4,0,0,0,support,low
5465,0.96,0.97,4,260,3,0,0,0,support,low
5466,0.87,0.74,4,178,2,1,0,0,support,medium
5467,0.9,0.83,3,273,4,0,0,0,support,medium
5468,0.4,0.41,3,232,3,0,0,0,technical,medium
5469,0.96,0.53,3,158,4,0,0,0,technical,medium
5470,0.86,0.92,5,137,3,0,0,0,technical,medium
5471,0.68,0.85,3,209,2,0,0,0,management,medium
5472,0.65,0.56,3,230,2,0,0,0,IT,high
5473,0.18,0.51,5,159,6,0,0,0,IT,medium
5474,0.66,0.65,4,244,2,0,0,0,IT,medium
5475,0.94,0.8,5,245,3,1,0,0,product_mng,medium
5476,0.56,1.0,3,141,2,1,0,0,product_mng,low
5477,0.56,0.8,5,202,4,0,0,0,product_mng,low
5478,0.59,0.89,5,143,3,1,0,0,IT,low
5479,0.97,0.88,5,173,3,0,0,0,RandD,low
5480,0.76,0.7,5,195,3,0,0,0,RandD,low
5481,0.85,0.58,4,167,4,0,0,0,RandD,low
5482,0.68,0.62,3,255,5,0,0,0,RandD,low
5483,0.61,0.7,3,225,3,0,0,0,accounting,low
5484,0.99,0.65,3,209,2,1,0,0,support,low
5485,0.97,0.86,5,222,3,0,0,0,technical,low
5486,0.82,0.71,5,208,2,0,0,0,management,low
5487,0.72,0.68,5,162,5,0,0,0,marketing,low
5488,0.52,0.53,4,159,4,0,0,0,sales,low
5489,0.8,0.81,5,156,2,0,0,0,sales,low
5490,0.66,0.65,4,154,3,0,0,0,sales,medium
5491,0.5,0.84,3,233,3,1,0,0,sales,medium
5492,0.94,0.78,3,218,2,1,0,0,sales,medium
5493,0.42,0.8,4,279,6,0,0,0,sales,medium
5494,0.76,0.72,3,275,4,1,0,0,sales,medium
5495,0.61,0.95,3,133,5,0,0,0,sales,medium
5496,0.91,0.93,5,158,4,0,0,0,sales,medium
5497,0.73,0.74,4,214,3,0,0,0,sales,high
5498,0.87,0.67,4,272,4,0,0,0,sales,low
5499,0.8,0.51,4,141,3,1,0,0,sales,medium
5500,0.69,0.8,5,263,3,1,0,0,accounting,medium
5501,0.6,0.88,3,201,2,0,0,0,hr,low
5502,0.89,0.93,3,181,3,0,0,0,hr,low
5503,0.91,0.93,3,238,2,0,0,0,hr,low
5504,0.66,0.69,3,182,3,1,0,0,technical,low
5505,0.21,0.96,4,287,5,0,0,0,technical,medium
5506,0.68,0.95,4,146,2,0,0,0,technical,medium
5507,0.99,0.87,4,162,4,0,0,0,technical,medium
5508,0.86,0.51,3,185,2,0,0,0,technical,medium
5509,0.49,0.85,4,200,3,0,0,0,support,medium
5510,0.76,0.97,4,219,2,0,0,0,support,medium
5511,0.79,0.87,3,218,3,0,0,0,support,medium
5512,0.89,0.64,4,237,2,0,0,0,support,medium
5513,0.34,0.51,3,105,3,0,0,0,support,medium
5514,0.96,0.7,3,227,2,0,0,0,support,medium
5515,0.7,0.87,3,158,2,0,0,0,support,medium
5516,0.5,0.76,4,198,3,0,0,0,support,medium
5517,0.57,0.81,4,200,3,1,0,0,IT,medium
5518,0.27,0.48,3,97,6,0,0,0,IT,medium
5519,0.7,0.43,6,253,3,0,0,0,IT,high
5520,0.63,0.68,4,191,2,0,0,0,IT,high
5521,0.28,0.52,3,127,4,0,0,0,product_mng,high
5522,0.7,0.6,3,187,2,0,0,0,product_mng,high
5523,0.22,0.76,4,176,6,1,0,0,product_mng,high
5524,0.5,0.78,4,185,3,0,0,0,RandD,high
5525,0.77,0.66,3,260,4,0,0,0,RandD,high
5526,0.93,0.97,5,137,4,0,0,0,RandD,low
5527,0.72,1.0,4,151,2,0,0,0,RandD,low
5528,0.55,0.75,4,166,2,0,0,0,sales,low
5529,0.39,0.86,3,261,2,0,0,0,accounting,low
5530,0.67,0.78,3,235,3,0,0,0,support,low
5531,0.61,0.89,3,201,2,0,0,0,technical,low
5532,0.6,0.69,6,250,5,1,0,0,management,low
5533,0.48,0.64,4,146,2,0,0,0,marketing,low
5534,0.75,0.84,4,195,3,0,0,0,marketing,low
5535,0.87,0.58,4,259,3,0,0,0,marketing,low
5536,0.51,0.54,4,166,4,1,0,0,sales,low
5537,0.63,0.9,4,188,4,1,0,0,sales,low
5538,0.6,0.57,3,203,2,0,0,0,sales,low
5539,0.7,0.99,3,167,3,0,0,0,sales,low
5540,0.5,0.99,2,258,3,1,0,0,sales,medium
5541,0.59,0.51,2,126,3,0,0,0,sales,medium
5542,0.52,0.39,6,246,4,0,0,0,sales,medium
5543,0.81,0.62,5,201,3,1,0,0,sales,medium
5544,0.94,0.98,4,197,3,0,0,0,sales,medium
5545,0.83,0.84,4,206,2,0,0,0,sales,medium
5546,0.99,0.54,3,199,2,0,0,0,sales,medium
5547,0.97,0.6,6,168,5,1,0,0,sales,high
5548,0.75,0.55,2,188,3,0,0,0,accounting,high
5549,0.89,0.88,3,203,3,0,0,0,accounting,high
5550,0.6,0.76,5,168,2,1,0,0,accounting,high
5551,0.73,0.98,3,227,2,1,0,0,hr,high
5552,0.53,0.78,5,275,5,0,0,0,hr,low
5553,0.94,0.53,5,169,3,0,0,0,technical,low
5554,0.49,0.8,3,227,4,1,0,0,technical,low
5555,0.12,0.59,3,229,6,0,0,0,technical,medium
5556,0.84,0.65,3,134,3,0,0,0,technical,medium
5557,0.79,0.99,4,177,3,1,0,0,support,medium
5558,0.85,0.68,3,272,2,1,0,0,support,medium
5559,0.23,0.75,6,220,3,0,0,0,support,medium
5560,0.7,0.83,4,182,3,0,0,0,support,medium
5561,0.57,0.75,5,172,4,0,0,0,support,medium
5562,0.71,0.96,3,132,2,0,0,0,support,medium
5563,0.59,0.69,4,207,2,0,0,0,technical,medium
5564,0.69,0.61,2,141,3,0,0,0,technical,medium
5565,0.63,0.81,5,189,3,0,0,0,technical,medium
5566,0.9,0.59,6,269,4,1,0,0,management,medium
5567,0.31,0.57,4,200,4,0,0,0,IT,medium
5568,0.48,0.97,4,141,2,0,0,0,IT,low
5569,0.15,0.55,3,255,3,1,0,0,product_mng,medium
5570,0.59,0.79,3,217,4,0,0,0,product_mng,medium
5571,0.66,0.85,6,165,5,0,0,0,product_mng,medium
5572,0.69,0.92,5,220,2,0,0,0,product_mng,medium
5573,0.65,0.79,4,241,4,0,0,0,IT,medium
5574,0.58,0.94,5,274,3,0,0,0,RandD,medium
5575,0.72,0.57,4,224,4,0,0,0,RandD,medium
5576,0.63,0.77,5,210,3,0,0,0,RandD,medium
5577,0.55,0.87,3,215,2,0,0,0,RandD,medium
5578,0.74,0.56,4,254,2,0,0,0,marketing,low
5579,0.56,0.61,3,224,3,0,0,0,management,low
5580,0.88,0.55,3,263,3,0,0,0,marketing,low
5581,0.82,0.55,3,207,2,0,0,0,marketing,high
5582,0.69,0.72,3,243,3,0,0,0,marketing,low
5583,0.57,0.54,3,157,4,1,0,0,sales,high
5584,0.75,0.69,3,242,3,0,0,0,sales,high
5585,0.6,0.98,4,265,2,0,0,0,sales,low
5586,0.75,0.67,4,135,2,0,0,0,sales,high
5587,1.0,0.61,6,270,3,0,0,0,sales,low
5588,0.92,0.97,4,201,2,0,0,0,sales,medium
5589,0.84,0.93,5,225,4,0,0,0,sales,high
5590,0.82,0.77,4,205,3,0,0,0,sales,medium
5591,0.74,0.42,3,131,3,0,0,0,sales,medium
5592,0.62,0.64,5,187,3,0,0,0,sales,medium
5593,0.54,0.48,3,275,2,0,0,0,sales,high
5594,0.84,0.55,4,270,3,1,0,0,sales,medium
5595,0.92,0.51,3,223,2,0,0,0,sales,medium
5596,0.86,0.87,3,268,2,0,0,0,sales,high
5597,0.6,0.74,4,174,3,0,0,0,accounting,low
5598,0.86,0.92,3,162,3,1,0,0,accounting,medium
5599,0.54,0.58,4,178,3,0,0,0,hr,medium
5600,0.49,0.9,3,250,2,0,0,0,hr,medium
5601,0.55,0.55,5,194,3,1,0,0,hr,low
5602,0.54,0.53,4,245,2,0,0,0,technical,low
5603,0.58,0.45,3,131,2,0,0,0,technical,low
5604,0.59,0.45,2,171,2,0,0,0,technical,low
5605,0.77,0.5,4,173,2,1,0,0,technical,low
5606,0.55,0.49,5,240,3,0,0,0,technical,high
5607,0.7,0.8,5,245,4,0,0,0,support,high
5608,0.82,0.54,4,164,3,0,0,0,support,low
5609,0.99,0.79,4,213,3,0,0,0,support,low
5610,0.96,0.73,3,193,3,1,0,0,support,high
5611,0.7,0.57,3,179,2,0,0,0,support,low
5612,0.91,0.52,3,256,2,0,0,0,support,high
5613,0.84,0.68,4,179,3,0,0,0,technical,high
5614,0.88,0.89,4,213,3,0,0,0,management,medium
5615,0.69,0.91,6,150,5,0,0,0,IT,medium
5616,0.56,0.84,4,149,4,1,0,0,IT,medium
5617,0.95,0.77,5,139,2,0,0,0,IT,medium
5618,0.56,1.0,3,272,2,0,0,0,IT,medium
5619,0.84,0.52,3,232,4,0,0,0,product_mng,low
5620,0.84,0.48,3,266,2,0,0,0,product_mng,medium
5621,0.52,0.65,4,264,3,0,0,0,product_mng,medium
5622,0.92,0.49,5,178,2,1,0,0,RandD,medium
5623,0.71,0.8,5,192,3,0,0,0,RandD,medium
5624,0.65,0.92,4,242,2,0,0,0,RandD,medium
5625,0.7,0.72,2,189,3,0,0,0,sales,low
5626,0.9,0.5,4,139,2,0,0,0,accounting,low
5627,0.58,0.63,5,191,3,1,0,0,technical,high
5628,0.97,0.57,3,144,3,0,0,0,marketing,low
5629,0.77,0.68,3,225,2,0,0,0,sales,low
5630,0.97,0.81,5,266,2,0,0,0,sales,low
5631,0.7,0.69,5,154,2,0,0,0,sales,low
5632,0.77,0.87,3,207,4,1,0,0,sales,low
5633,0.66,0.53,4,162,3,0,0,0,sales,low
5634,0.25,0.98,6,287,5,1,0,0,sales,low
5635,0.89,0.87,2,270,6,1,0,0,sales,medium
5636,0.15,0.66,5,160,4,1,0,0,sales,medium
5637,0.74,0.58,4,178,4,0,0,0,sales,medium
5638,0.52,0.83,3,153,2,0,0,0,sales,medium
5639,0.79,0.66,4,243,3,0,0,0,sales,medium
5640,0.4,0.37,3,123,2,0,0,0,sales,medium
5641,1.0,0.68,3,132,2,0,0,0,sales,medium
5642,0.71,0.79,3,134,3,0,0,0,sales,medium
5643,0.76,1.0,5,265,2,0,0,0,accounting,low
5644,0.74,0.9,4,156,4,0,0,0,hr,medium
5645,0.24,0.94,6,237,5,0,0,0,hr,medium
5646,0.75,0.98,3,206,2,0,0,0,hr,low
5647,0.6,0.98,4,192,3,0,0,0,technical,low
5648,0.72,0.95,4,230,3,0,0,0,technical,low
5649,1.0,0.6,4,261,3,0,0,0,technical,low
5650,0.89,0.59,3,247,4,0,0,0,technical,low
5651,0.67,0.64,4,149,4,0,0,0,technical,low
5652,0.15,0.48,6,218,6,0,0,0,technical,low
5653,0.5,0.59,4,157,2,0,0,0,technical,low
5654,0.95,0.58,5,169,2,0,0,0,support,low
5655,0.31,0.53,2,146,3,1,0,0,support,low
5656,0.47,0.55,5,207,3,0,0,0,support,low
5657,0.55,0.64,6,148,4,0,0,0,support,low
5658,0.89,0.58,3,272,2,0,0,0,support,low
5659,0.88,0.68,3,185,2,0,0,0,support,low
5660,0.98,0.62,5,260,2,1,0,0,support,low
5661,0.96,0.48,3,182,2,1,0,0,support,medium
5662,0.85,0.65,3,195,3,0,0,0,support,medium
5663,0.59,0.93,5,172,2,0,0,0,technical,medium
5664,0.53,0.59,3,148,3,0,0,0,IT,medium
5665,0.44,0.83,4,210,2,0,0,0,IT,medium
5666,0.99,0.55,3,197,2,0,0,0,IT,medium
5667,0.5,0.84,3,259,2,0,0,0,product_mng,high
5668,0.52,0.76,4,106,2,1,0,0,product_mng,low
5669,0.74,0.74,5,262,2,0,0,0,product_mng,medium
5670,0.69,0.89,2,202,2,0,0,0,IT,medium
5671,0.22,0.65,5,174,5,1,0,0,RandD,medium
5672,0.49,0.89,4,240,2,0,0,0,RandD,medium
5673,0.7,0.57,5,247,3,0,0,0,RandD,low
5674,0.68,0.63,4,148,3,0,0,0,RandD,low
5675,0.99,0.58,4,183,3,0,0,0,marketing,low
5676,0.88,0.59,4,240,2,0,0,0,sales,low
5677,0.2,0.54,4,149,3,0,0,0,accounting,low
5678,0.56,0.44,2,130,3,0,0,0,support,low
5679,0.68,0.85,4,203,2,0,0,0,technical,low
5680,0.85,0.6,3,218,3,0,0,0,management,low
5681,0.6,0.77,4,163,3,1,0,0,marketing,low
5682,0.61,0.53,4,183,3,0,0,0,marketing,low
5683,0.64,0.78,5,156,5,1,0,0,sales,low
5684,0.64,0.6,3,196,3,0,0,0,sales,low
5685,0.87,0.54,4,162,2,0,0,0,sales,low
5686,0.2,0.9,3,218,4,0,0,0,sales,low
5687,0.99,0.64,4,135,2,1,0,0,sales,low
5688,0.96,0.7,2,273,3,0,0,0,sales,low
5689,0.53,0.65,3,241,3,0,0,0,sales,low
5690,0.7,0.39,6,285,4,0,0,0,sales,low
5691,0.86,0.65,5,166,3,0,0,0,sales,medium
5692,0.53,0.56,4,249,2,0,0,0,sales,medium
5693,0.72,0.98,4,180,2,0,0,0,sales,medium
5694,0.83,0.59,4,197,4,0,0,0,sales,medium
5695,0.97,0.54,5,185,2,0,0,0,sales,medium
5696,0.92,0.76,3,171,2,0,0,0,sales,medium
5697,0.59,0.56,4,250,2,0,0,0,accounting,medium
5698,0.84,0.95,5,199,3,0,0,0,accounting,high
5699,0.78,0.61,3,227,3,0,0,0,hr,medium
5700,0.84,0.81,4,198,2,0,0,0,hr,medium
5701,0.87,0.93,4,199,3,0,0,0,technical,low
5702,0.94,0.84,5,203,3,0,0,0,technical,low
5703,0.78,0.78,3,135,3,0,0,0,technical,low
5704,0.47,0.55,4,100,4,1,0,0,technical,low
5705,0.75,0.82,4,252,3,0,0,0,technical,low
5706,0.91,0.61,3,262,3,0,0,0,technical,low
5707,0.97,0.94,3,160,3,0,0,0,support,low
5708,0.71,0.65,3,190,3,0,0,0,support,low
5709,0.53,0.51,4,181,3,0,0,0,support,low
5710,0.56,0.88,4,273,3,0,0,0,support,low
5711,0.53,0.49,4,192,2,0,0,0,support,low
5712,0.48,0.43,3,96,3,0,0,0,support,low
5713,0.76,0.79,3,162,2,1,0,0,technical,medium
5714,0.57,0.78,4,143,3,0,0,0,management,medium
5715,0.68,0.69,4,176,3,1,0,0,IT,medium
5716,0.19,0.64,5,231,4,1,0,0,IT,medium
5717,0.99,0.48,3,104,3,0,0,0,product_mng,medium
5718,0.3,0.76,5,224,2,0,0,0,product_mng,medium
5719,0.74,0.61,3,228,2,1,0,0,IT,low
5720,0.58,0.43,3,194,2,1,0,0,RandD,medium
5721,0.77,0.95,3,192,4,1,0,0,RandD,medium
5722,0.79,0.77,4,171,2,0,0,0,RandD,low
5723,0.51,0.95,3,187,2,0,0,0,marketing,low
5724,0.84,0.73,5,230,4,1,0,0,accounting,low
5725,0.9,0.52,4,167,3,1,0,0,technical,low
5726,0.19,0.91,5,145,3,0,0,0,management,low
5727,0.88,0.58,2,123,4,0,0,0,sales,low
5728,0.55,0.99,3,158,3,0,0,0,sales,low
5729,0.58,0.69,3,252,3,0,0,0,sales,low
5730,0.58,0.96,5,143,2,0,0,0,sales,low
5731,0.34,0.88,5,131,6,0,0,0,sales,low
5732,0.54,0.65,5,206,4,1,0,0,sales,low
5733,0.59,0.54,4,210,3,0,0,0,sales,low
5734,0.88,0.96,4,262,3,0,0,0,sales,medium
5735,0.72,0.69,4,147,3,0,0,0,sales,medium
5736,0.79,0.75,4,259,3,0,0,0,sales,medium
5737,0.51,0.73,4,174,3,0,0,0,sales,medium
5738,0.95,0.67,4,219,2,0,0,0,sales,medium
5739,0.69,0.98,3,269,3,1,0,0,sales,medium
5740,0.17,0.64,6,205,5,1,0,0,sales,medium
5741,0.81,0.72,3,232,3,1,0,0,sales,medium
5742,0.41,0.5,3,193,3,0,0,0,sales,medium
5743,0.32,0.69,5,157,4,0,0,0,accounting,low
5744,0.83,0.98,5,187,4,0,0,0,hr,medium
5745,0.74,0.92,4,226,3,0,0,0,hr,medium
5746,0.67,0.85,4,266,3,0,0,0,hr,medium
5747,0.85,0.56,3,159,3,0,0,0,hr,medium
5748,0.49,0.75,4,259,3,1,0,0,technical,low
5749,0.7,0.74,4,150,3,1,0,0,technical,low
5750,0.5,0.87,5,245,2,0,0,0,technical,low
5751,0.87,0.77,4,261,3,0,0,0,technical,low
5752,0.97,0.89,4,193,3,0,0,0,technical,low
5753,0.9,0.81,4,144,2,0,0,0,technical,low
5754,0.41,0.5,6,151,2,0,0,0,technical,low
5755,0.89,0.75,4,246,3,1,0,0,support,low
5756,0.64,0.72,4,254,3,0,0,0,support,low
5757,0.31,0.79,2,193,4,0,0,0,support,low
5758,0.2,1.0,3,123,4,0,0,0,support,low
5759,0.13,0.6,3,178,5,0,0,0,support,low
5760,0.15,0.96,5,201,6,0,0,0,support,low
5761,0.22,0.98,4,185,3,0,0,0,support,low
5762,0.33,0.51,2,166,3,0,0,0,support,medium
5763,0.85,0.79,4,138,2,0,0,0,technical,medium
5764,0.6,0.6,4,197,3,0,0,0,management,medium
5765,0.89,0.74,5,220,3,0,0,0,IT,medium
5766,0.65,0.92,3,101,3,1,0,0,IT,medium
5767,0.61,0.7,4,175,3,1,0,0,IT,medium
5768,0.49,0.57,3,157,3,0,0,0,IT,medium
5769,0.95,0.75,3,247,2,0,0,0,product_mng,medium
5770,0.85,0.99,5,176,4,0,0,0,product_mng,low
5771,0.99,0.98,5,241,2,0,0,0,IT,medium
5772,0.49,0.49,4,240,2,0,0,0,RandD,medium
5773,0.56,0.73,3,226,3,0,0,0,RandD,medium
5774,0.65,0.66,6,240,4,0,0,0,RandD,medium
5775,0.62,0.68,3,253,5,1,0,0,RandD,low
5776,0.78,0.68,4,174,3,1,0,0,RandD,low
5777,0.61,0.77,4,195,2,0,0,0,sales,low
5778,0.49,0.99,6,230,4,0,0,0,accounting,low
5779,0.29,0.85,2,248,6,1,0,0,support,low
5780,0.64,0.79,4,274,2,1,0,0,technical,low
5781,0.93,0.94,4,217,2,0,0,0,management,low
5782,0.16,0.66,6,229,6,0,0,0,marketing,low
5783,0.68,0.85,5,173,3,0,0,0,marketing,low
5784,0.62,0.82,5,151,5,0,0,0,sales,low
5785,0.74,0.75,2,137,3,1,0,0,sales,low
5786,0.81,0.5,3,198,3,0,0,0,sales,low
5787,0.51,0.91,4,206,3,0,0,0,sales,low
5788,0.55,0.99,4,238,3,0,0,0,sales,low
5789,0.73,0.59,6,121,5,0,0,0,sales,low
5790,0.98,0.88,4,145,2,0,0,0,sales,low
5791,0.57,0.62,3,198,4,0,0,0,sales,medium
5792,0.9,0.55,3,260,3,0,0,0,sales,medium
5793,0.13,0.73,5,206,5,0,0,0,sales,medium
5794,0.6,0.67,3,249,2,0,0,0,sales,medium
5795,0.68,0.61,4,147,3,0,0,0,accounting,medium
5796,0.51,0.72,3,148,2,0,0,0,accounting,medium
5797,0.74,0.58,3,220,2,0,0,0,hr,high
5798,0.86,0.73,3,241,3,0,0,0,hr,low
5799,0.85,0.51,3,242,3,0,0,0,hr,medium
5800,0.63,0.85,2,156,3,1,0,0,hr,medium
5801,0.74,0.87,3,155,3,0,0,0,technical,medium
5802,0.6,0.5,3,211,3,0,0,0,technical,medium
5803,0.69,0.82,4,137,2,1,0,0,technical,low
5804,0.84,0.5,5,267,2,0,0,0,technical,low
5805,0.12,0.5,5,287,4,0,0,0,technical,low
5806,0.52,0.58,4,134,3,0,0,0,technical,low
5807,0.38,0.55,2,215,6,0,0,0,support,medium
5808,0.27,0.86,3,222,5,0,0,0,support,medium
5809,0.86,0.64,4,137,2,0,0,0,support,medium
5810,0.17,0.52,6,176,5,0,0,0,support,medium
5811,0.66,0.69,3,257,2,0,0,0,support,medium
5812,0.59,0.92,5,226,3,0,0,0,support,medium
5813,0.49,0.61,5,196,3,0,0,0,support,medium
5814,0.9,0.88,5,256,4,0,0,0,support,medium
5815,0.91,0.67,5,137,3,0,0,0,management,medium
5816,0.99,0.62,4,256,2,0,0,0,IT,medium
5817,0.49,0.8,4,161,2,0,0,0,IT,medium
5818,0.21,0.84,3,194,2,0,0,0,IT,medium
5819,0.89,0.9,3,231,3,0,0,0,IT,medium
5820,0.84,0.81,4,152,2,1,0,0,product_mng,medium
5821,0.72,0.68,3,150,3,1,0,0,product_mng,medium
5822,0.57,0.46,3,207,3,0,0,0,product_mng,medium
5823,0.9,0.69,4,172,3,0,0,0,product_mng,medium
5824,0.56,0.85,3,109,2,0,0,0,RandD,high
5825,0.64,0.72,4,253,4,0,0,0,RandD,high
5826,0.58,0.9,5,224,3,0,0,0,RandD,high
5827,0.68,0.58,3,217,2,0,0,0,marketing,high
5828,0.82,0.73,3,148,4,0,0,0,sales,high
5829,0.83,0.78,5,240,3,0,0,0,accounting,high
5830,0.98,0.62,3,140,4,0,0,0,marketing,low
5831,0.89,0.51,4,141,3,0,0,0,sales,low
5832,1.0,0.49,4,140,3,0,0,0,sales,low
5833,0.67,0.44,4,194,2,1,0,0,sales,low
5834,0.71,0.87,4,238,3,0,0,0,sales,low
5835,0.65,0.91,3,207,3,0,0,0,sales,low
5836,0.82,0.82,4,164,2,0,0,0,sales,low
5837,0.48,0.89,3,224,3,0,0,0,sales,low
5838,0.96,0.9,4,201,3,0,0,0,sales,low
5839,0.52,0.63,3,171,2,0,0,0,sales,low
5840,0.24,0.78,5,131,5,0,0,0,sales,low
5841,0.92,0.95,6,239,4,0,0,0,sales,medium
5842,0.93,0.68,3,137,3,1,0,0,sales,medium
5843,0.77,0.59,4,153,3,0,0,0,sales,medium
5844,0.6,0.48,4,219,4,1,0,0,sales,medium
5845,0.78,0.49,3,194,3,1,0,0,sales,medium
5846,0.6,0.53,4,228,3,0,0,0,sales,medium
5847,0.31,1.0,4,177,5,0,0,0,accounting,medium
5848,0.49,0.68,3,181,3,0,0,0,accounting,medium
5849,0.52,0.92,5,280,6,1,0,0,hr,high
5850,0.2,0.59,5,105,4,0,0,0,technical,high
5851,0.93,0.84,3,159,3,0,0,0,technical,high
5852,0.55,0.92,4,257,2,0,0,0,technical,high
5853,0.73,0.64,3,202,4,0,0,0,technical,high
5854,0.57,0.56,3,241,3,0,0,0,technical,high
5855,0.63,0.8,3,267,3,0,0,0,technical,low
5856,0.23,0.88,4,175,6,0,0,0,technical,low
5857,0.78,0.86,4,240,3,0,0,0,technical,low
5858,0.75,0.73,5,181,3,1,0,0,technical,low
5859,0.36,0.97,5,151,3,0,0,0,support,low
5860,0.59,0.67,2,168,3,0,0,0,support,low
5861,0.78,0.63,4,265,3,0,0,0,support,medium
5862,0.93,0.53,5,204,2,0,0,0,support,medium
5863,0.67,0.72,4,223,3,0,0,0,support,medium
5864,0.52,0.63,4,136,2,0,0,0,support,medium
5865,0.69,0.95,5,184,2,0,0,0,support,medium
5866,0.98,0.83,5,211,3,0,0,0,support,medium
5867,0.92,0.89,4,236,4,1,0,0,technical,medium
5868,0.74,0.9,4,189,2,0,0,0,IT,medium
5869,0.57,0.61,3,112,5,0,0,0,IT,medium
5870,0.9,0.64,3,163,3,0,0,0,IT,medium
5871,0.8,0.57,3,162,2,0,0,0,IT,medium
5872,0.48,0.47,3,160,3,0,0,0,product_mng,medium
5873,0.53,0.71,4,271,3,0,0,0,IT,medium
5874,0.97,0.54,3,255,2,1,0,0,RandD,high
5875,0.99,0.7,4,190,4,1,0,0,RandD,medium
5876,0.79,0.76,4,216,4,0,0,0,RandD,medium
5877,0.71,0.54,3,249,3,0,0,0,marketing,medium
5878,0.82,0.76,3,174,3,0,0,0,sales,medium
5879,0.6,0.7,4,265,4,1,0,0,accounting,medium
5880,0.17,0.88,2,206,4,0,0,0,support,medium
5881,0.73,0.6,4,222,3,0,0,0,technical,medium
5882,0.69,0.54,5,152,3,1,0,0,management,medium
5883,0.86,0.61,4,221,2,0,0,0,marketing,medium
5884,0.67,0.55,5,239,2,0,0,0,marketing,medium
5885,0.25,0.96,6,217,4,0,0,0,marketing,low
5886,0.65,0.66,3,164,2,0,0,0,sales,low
5887,0.81,0.56,3,142,3,0,0,0,sales,low
5888,0.58,0.53,4,181,3,1,0,0,sales,low
5889,0.15,0.37,2,167,3,0,0,0,sales,low
5890,0.98,0.51,3,243,2,0,0,0,sales,low
5891,0.91,0.5,4,231,3,0,0,0,sales,high
5892,0.86,0.71,4,250,3,1,0,0,sales,low
5893,0.56,0.63,3,145,2,0,0,0,sales,high
5894,0.58,0.77,4,190,6,0,0,0,sales,high
5895,0.54,0.64,2,128,2,0,0,0,sales,low
5896,0.92,0.88,3,145,4,1,0,0,sales,high
5897,0.66,0.77,5,236,3,0,0,0,sales,high
5898,0.85,0.66,3,234,3,0,0,0,sales,medium
5899,0.99,0.61,3,154,3,0,0,0,sales,medium
5900,0.25,0.45,3,228,5,0,0,0,accounting,medium
5901,0.62,0.87,3,151,2,1,0,0,hr,medium
5902,0.99,0.54,4,196,4,1,0,0,hr,high
5903,0.93,0.52,3,229,2,1,0,0,hr,medium
5904,0.58,0.61,4,200,3,0,0,0,technical,low
5905,0.94,0.76,4,261,6,0,0,0,technical,medium
5906,0.18,0.54,4,165,3,0,0,0,technical,medium
5907,0.18,0.62,3,165,4,0,0,0,technical,medium
5908,0.7,0.74,5,255,2,0,0,0,technical,medium
5909,0.93,0.92,5,185,5,0,0,0,technical,low
5910,0.74,0.63,4,238,2,0,0,0,technical,low
5911,0.66,0.67,3,199,2,0,0,0,technical,low
5912,0.61,0.87,3,185,2,1,0,0,support,low
5913,0.65,0.84,3,189,2,1,0,0,support,low
5914,0.91,0.79,4,254,2,0,0,0,support,high
5915,0.87,0.65,3,212,3,1,0,0,support,low
5916,0.4,0.73,4,146,3,0,0,0,support,low
5917,0.63,0.96,4,133,2,0,0,0,technical,low
